"ber","Bear","a cool and hip way of saying ""bear"".   yes, bear as in the animal. relating to the term ""errbody"", which is an alternative way of saying everybody. "
"bew","Bew","when someone pronounces the sexual act ""bukake"" wrong and calls it [bew] cake. thus meaning that the word [bew] now is referring to a mans ejaculated sperm. making it a fun term to use on anyone. replacing the word ""you"" with [bew]. or anything that rhymes with [bew]."
"bex","Bexed","(becks) v., to glance from side to side in an expression of dubiousness or wariness; a method of silently conveying uncertainty about the situation at hand.   bexed, bexing  "
"bey","Buey","a colloquial term native to the commonwealth of the bahamas. it originally was meant as a replacement for 'boy' but has since become capable of replaceing todays [nigga] and [dog]/[dogg] in normal conversation.  other spellings: buey, buy, beuy"
"bhh","Bhh'S","an internet gang that attacks people who mess with their members by posting their personal myspace url, phone number or other way of communication on their underground blogs. the leader of the bhh's name is sharolaid."
"bia","Bias","in kpop, the member of an idol group that is your favorite. a person may have one ultimate bias, and many other biases from other idol groups, or only have one ultimate bias. this term is derived from ""having a bias towards a particular person."""
"bic","Bic'","a 'bic' is the most common type of lighter available. tried, trusted and relatively inexpensive, its the only type of lighter i use."
"bid","B.I.D","b.i.d - bitch in disguise.

a b.i.d will act all friendly and pretend they are sweet and kind to everyone, but as soon as you piss one off, they show there true colours.

this can also be them being two faced."
"big","B.I.G","the latter of the stage name used by the greatest rapper that ever lived, christopher wallace, [aka], the notorious b.i.g. it stood for business instead of game, after his death it was known as books instead of guns."
"bih","Bitch","1.)another way to pronounce ""bitch"" 2.)a place 3.)anykind of person, not meant as a insult, similar to saying; dude, homie, and man"
"bim","Bimbo","(abbrev.) bimbo"
"bit","Bitch","simple insult that pertains to any person/persons recognized as an asshole, bitch, faggot, douchebag, etc."
"bix","Bix","jazzy, cool, smooth talker, cool musician, cool guy. the height of jazz coolness.

named after bix beiderbecke, (march 10, 1903 – august 6, 1931) was an american jazz cornetist, jazz pianist, and composer. with louis armstrong, bix beiderbecke was one of the two most influential jazz soloists of the 1920s.

term returned to popularity during the late 50's, 60's with the beatniks, and the beat generation, due to many 1920's (hip to jazz) parents naming their children after beiderbecke.

the usage of the term ""bix"" as a complementary adjective , remains till today, mostly with musicians, although less known outside the usual jazz capitals like new orleans, and nyc.

search engine ""bix beiderbecke"" for more info."
"biy","Biy'","1. northern irish (norn irish) for 'boy'. used as a replacement for the typical 'alright mate' used in other parts of the uk.  2. 'oul biy' another norn irish word for a marijuana cigarette.  3. a greeting from one biy to another."
"bjr","B.J.R","b.j.r. is abbreviation of bae(bai) jjae ra in korean.  new syndrome in 90's korea where caused imf.  b.j.r is do it if you can(stab my belly)"
"bjs","Bj'S","a large, warehouse type store such as sam's club, or costco, that contains products cheaper than in any grocery store or department store. also the point of holding a membership here is that you receive more than you need for a cheaper price. bj's also awkwardly has the slang name of oral sex known as a blow job, or a bj. making you wonder if you're really a pervert every time you say you're going to go to bj's."
